,Food name,Category number,Category name,Protein (g),Water (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Vitamin B-12 (mcg),"Folate, total (mcg)",Vitamin C (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Zinc (mg),Energy (kcal),"Sugars, total (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Vitamin D (D2 + D3) (mcg),Category 2,Category 3
3203,Bagel,4206,Bagels and English muffins,10.56,33.81,1.6,0,0.568,0.344,4.515,0.07,0.0,106,0.0,105,3.57,29,107,422,0.83,264,8.43,1.32,0.36,0.39,0.526,0,0.0,,
3204,"Bagel, with raisins",4206,Bagels and English muffins,9.83,31.98,1.9,0,0.522,0.322,4.14,0.08,0.0,96,0.2,101,3.39,30,171,382,0.78,268,14.1,1.21,0.333,0.353,0.479,0,0.0,,
3205,"Bagel, with fruit other than raisins",4206,Bagels and English muffins,9.55,39.09,1.7,0,0.514,0.313,4.11,0.069,0.0,96,0.2,95,3.23,27,101,380,0.75,243,8.43,1.25,0.329,0.36,0.501,0,0.0,,
3206,Bread stuffing,3208,Turnovers and other grain-based items,3.14,64.91,0.9,77,0.136,0.107,1.476,0.04,0.02,33,0.0,30,1.09,12,72,471,0.26,177,2.35,8.51,1.66,4.06,2.475,0,0.4,,
3207,Bread stuffing made with egg,3208,Turnovers and other grain-based items,3.32,65.45,0.8,117,0.134,0.125,1.341,0.046,0.06,37,0.0,32,1.0,11,71,459,0.29,192,1.94,11.9,2.367,5.644,3.454,22,0.1,,
3208,"Breadsticks, NFS",4204,Rolls and buns,12.18,28.32,2.4,24,0.492,0.559,7.066,0.103,0.13,147,0.0,87,4.64,22,132,615,1.02,342,1.11,12.85,2.96,2.772,6.148,7,0.0,,
3209,"Breadsticks, hard, NFS",5202,"Crackers, excludes saltines",12.0,6.1,3.0,0,0.589,0.553,5.281,0.073,0.0,162,0.0,22,4.28,32,124,713,0.88,412,1.26,9.5,1.41,3.568,3.628,0,0.0,,
3210,"Breadsticks, hard, reduced sodium",5202,"Crackers, excludes saltines",10.64,6.62,2.5,0,0.625,0.44,5.858,0.039,0.0,130,0.0,15,4.33,23,104,3,0.85,431,1.34,10.63,1.472,4.039,4.395,0,0.0,,
3211,"Breadsticks, soft, NFS",4204,Rolls and buns,12.18,28.32,2.4,24,0.492,0.559,7.066,0.103,0.13,147,0.0,87,4.64,22,132,615,1.02,342,1.11,12.85,2.96,2.772,6.148,7,0.0,,
3212,"Breadsticks, soft, from fast food / restaurant",4204,Rolls and buns,12.18,28.32,2.4,24,0.492,0.559,7.066,0.103,0.13,147,0.0,87,4.64,22,132,615,1.02,342,1.11,12.85,2.96,2.772,6.148,7,0.0,,
3213,"Breadsticks, soft, from frozen",4204,Rolls and buns,11.09,31.31,2.4,14,0.488,0.432,6.152,0.099,0.08,128,0.0,137,4.13,24,126,514,0.96,314,2.8,9.16,2.108,1.954,4.444,4,0.0,,
3214,"Breadsticks, soft, with parmesan cheese, from fast food / restaurant",4204,Rolls and buns,12.52,28.22,2.3,28,0.483,0.555,6.929,0.102,0.15,144,0.0,103,4.56,22,133,637,1.08,344,1.09,13.15,3.205,2.843,6.051,9,0.0,,
3215,"Breadsticks, soft, with parmesan cheese, from frozen",4204,Rolls and buns,11.09,31.31,2.4,14,0.488,0.432,6.152,0.099,0.08,128,0.0,137,4.13,24,126,514,0.96,314,2.8,9.16,2.108,1.954,4.444,4,0.0,,
3216,"Breadsticks, soft, topped with melted cheese",4204,Rolls and buns,14.48,32.19,1.9,60,0.398,0.519,5.675,0.099,0.42,122,0.0,208,3.75,23,129,632,1.54,333,1.25,14.36,4.705,3.147,5.069,19,0.1,,
3217,"Breadsticks, soft, stuffed with melted cheese",4204,Rolls and buns,14.48,32.19,1.9,60,0.398,0.519,5.675,0.099,0.42,122,0.0,208,3.75,23,129,632,1.54,333,1.25,14.36,4.705,3.147,5.069,19,0.1,,
3218,Croutons,5202,"Crackers, excludes saltines",10.8,3.6,5.0,7,0.506,0.421,4.646,0.083,0.14,105,0.0,96,2.82,42,181,1333,0.94,465,4.41,18.3,5.247,9.498,2.368,7,0.0,,
3219,"Muffin, English",4206,Bagels and English muffins,8.87,43.56,3.5,0,0.477,0.25,4.07,0.054,0.04,94,1.8,163,4.0,24,109,425,1.05,227,3.53,1.69,0.733,0.383,0.498,0,0.0,,
3220,"Muffin, English, with raisins",4206,Bagels and English muffins,8.31,40.75,3.6,0,0.44,0.238,3.74,0.066,0.04,85,1.8,153,3.78,25,172,385,0.98,234,9.7,1.55,0.669,0.347,0.454,0,0.0,,
3221,"Muffin, English, cheese",4206,Bagels and English muffins,9.59,43.21,3.3,16,0.454,0.26,3.869,0.054,0.07,90,1.7,190,3.81,24,107,436,1.18,236,3.37,3.31,1.656,0.736,0.532,5,0.0,,
3222,"Muffin, English, with fruit other than raisins",4206,Bagels and English muffins,9.31,39.45,3.9,0,0.5,0.265,4.278,0.062,0.04,98,2.8,170,4.19,26,121,442,1.11,243,4.82,1.8,0.766,0.404,0.535,0,0.0,,
3223,Melba toast,5202,"Crackers, excludes saltines",12.1,5.1,6.3,0,0.413,0.273,4.113,0.098,0.0,124,0.0,93,3.7,59,202,598,2.01,390,0.94,3.2,0.445,0.782,1.282,0,0.0,,
3224,Anisette toast,5504,Cookies and brownies,10.1,4.5,2.5,16,0.208,0.239,1.319,0.082,0.0,87,5.3,20,0.6,14,305,227,0.54,426,12.5,9.7,2.525,4.244,2.073,8,0.0,,
3225,Pannetone,5506,"Doughnuts, sweet rolls, pastries",8.66,27.82,2.3,68,0.683,0.411,4.548,0.098,0.19,140,0.7,53,2.33,19,152,332,0.88,321,17.75,8.24,4.366,2.215,0.736,59,0.5,,
3226,Zwieback toast,5202,"Crackers, excludes saltines",10.1,4.5,2.5,16,0.208,0.239,1.319,0.082,0.0,87,5.3,20,0.6,14,305,227,0.54,426,12.5,9.7,2.525,4.244,2.073,8,0.0,,
3227,"Bread, whole grain white",4202,Yeast breads,10.66,39.6,9.2,0,0.51,0.255,4.455,0.08,0.0,127,0.0,684,4.89,26,127,478,0.95,238,5.0,2.15,0.63,0.393,0.973,0,0.0,,
3228,"Bread, whole grain white, toasted",4202,Yeast breads,11.71,33.63,10.1,0,0.448,0.28,4.896,0.088,0.0,119,0.0,752,5.37,29,140,525,1.04,262,5.5,2.36,0.692,0.432,1.069,0,0.0,,
3229,"Bagel, whole grain white",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3230,"Bread, whole wheat",4202,Yeast breads,12.3,38.7,6.0,0,0.391,0.166,4.43,0.216,0.0,42,0.0,163,2.56,77,250,450,1.76,254,4.41,3.55,0.732,0.616,1.61,0,0.0,,
3231,"Bread, whole wheat, toasted",4202,Yeast breads,13.52,32.64,6.6,0,0.344,0.182,4.868,0.237,0.0,39,0.0,179,2.81,84,275,495,1.93,279,4.85,3.9,0.804,0.677,1.769,0,0.0,,
3232,"Bread, whole wheat, made from home recipe or purchased at bakery",4202,Yeast breads,9.22,36.52,6.8,20,0.384,0.167,3.217,0.25,0.07,47,0.0,49,2.22,87,265,608,1.77,248,3.37,4.07,1.393,1.006,1.065,4,0.2,,
3233,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",4202,Yeast breads,10.14,30.24,7.5,21,0.338,0.184,3.535,0.275,0.07,44,0.0,53,2.44,95,291,668,1.94,272,3.7,4.48,1.531,1.105,1.17,5,0.2,,
3234,"Bread, chappatti or roti, wheat",4202,Yeast breads,7.85,35.43,9.7,0,0.36,0.18,4.61,0.28,0.0,38,0.0,36,2.2,56,196,298,1.54,299,2.93,9.2,3.311,2.091,0.761,0,0.0,,
3235,"Bread, puri, wheat",4202,Yeast breads,6.2,28.89,3.5,0,0.256,0.158,2.585,0.105,0.0,39,0.0,14,2.22,42,123,169,0.86,397,0.18,24.75,3.413,10.08,10.232,0,0.0,,
3236,"Bread, paratha, wheat",4202,Yeast breads,6.36,33.5,9.6,2,0.088,0.076,1.83,0.08,0.0,8,0.0,25,1.61,37,139,452,0.82,326,4.15,13.2,5.826,3.837,2.484,1,0.0,,
3237,"Bread, whole wheat, with raisins",4202,Yeast breads,7.73,29.11,6.6,22,0.312,0.15,2.621,0.222,0.05,37,0.3,58,2.1,74,316,482,1.45,274,19.48,3.98,1.573,0.981,0.864,5,0.2,,
3238,"Bread, whole wheat, with raisins, toasted",4202,Yeast breads,8.5,22.1,7.2,23,0.274,0.165,2.88,0.244,0.06,34,0.3,63,2.3,81,348,530,1.6,301,21.4,4.38,1.729,1.078,0.949,6,0.2,,
3239,"Bread, sprouted wheat",4202,Yeast breads,13.16,50.88,5.3,0,0.233,0.079,2.33,0.193,0.0,0,0.0,0,1.89,66,198,474,1.25,188,2.63,0.0,0.0,0.0,0.0,0,0.0,,
3240,"Bread, sprouted wheat, toasted",4202,Yeast breads,14.46,46.02,5.8,0,0.205,0.087,2.56,0.212,0.0,0,0.0,0,2.08,73,218,521,1.37,207,2.89,0.0,0.0,0.0,0.0,0,0.0,,
3241,"Bread, wheat or cracked wheat",4202,Yeast breads,10.67,35.25,4.0,0,0.411,0.252,5.59,0.111,0.0,85,0.2,125,3.6,41,141,473,1.04,274,5.73,4.53,0.697,0.612,1.615,0,0.0,,
3242,"Bread, wheat or cracked wheat, toasted",4202,Yeast breads,11.72,28.85,4.4,0,0.361,0.277,6.143,0.122,0.0,79,0.2,137,3.96,45,155,520,1.14,301,6.3,4.98,0.766,0.673,1.775,0,0.0,,
3243,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery",4202,Yeast breads,8.94,35.98,3.4,19,0.496,0.304,4.328,0.111,0.06,89,0.0,40,2.66,41,156,577,1.05,263,3.18,3.64,1.265,0.909,0.882,4,0.2,,
3244,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted",4202,Yeast breads,9.82,29.65,3.8,20,0.436,0.334,4.756,0.122,0.07,83,0.0,44,2.92,45,171,634,1.16,289,3.5,4.0,1.39,0.999,0.969,4,0.2,,
3245,"Bread, wheat or cracked wheat, with raisins",4202,Yeast breads,7.57,28.98,3.9,21,0.402,0.259,3.517,0.114,0.05,70,0.3,50,2.45,38,228,463,0.9,285,18.69,3.64,1.465,0.905,0.728,5,0.2,,
3246,"Bread, wheat or cracked wheat, with raisins, toasted",4202,Yeast breads,8.32,21.96,4.3,22,0.353,0.285,3.865,0.125,0.06,66,0.3,55,2.69,42,251,509,0.99,313,20.54,4.0,1.61,0.995,0.8,6,0.2,,
3247,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber",4202,Yeast breads,8.91,41.91,10.7,0,0.413,0.298,3.939,0.08,0.27,95,0.5,93,3.41,41,109,465,1.52,207,4.63,2.55,0.551,1.064,0.609,0,0.0,,
3248,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",4202,Yeast breads,9.79,36.16,11.8,0,0.363,0.327,4.329,0.088,0.3,88,0.5,103,3.75,45,120,511,1.67,228,5.09,2.8,0.605,1.169,0.669,0,0.0,,
3249,"Bread, French or Vienna, whole wheat",4202,Yeast breads,8.33,39.81,4.2,0,0.522,0.252,3.902,0.16,0.0,96,0.0,42,0.75,52,163,375,1.16,239,0.0,1.04,0.0,0.18,0.576,0,0.0,,
3250,"Bread, French or Vienna, whole wheat, toasted",4202,Yeast breads,9.15,33.86,4.6,0,0.459,0.277,4.288,0.176,0.0,90,0.0,46,0.82,57,179,412,1.27,263,0.0,1.14,0.0,0.198,0.633,0,0.0,,
3251,"Bread, pita, whole wheat",4202,Yeast breads,9.8,30.6,6.1,0,0.339,0.08,2.84,0.265,0.0,35,0.0,15,3.06,69,170,421,1.52,262,2.87,1.71,0.208,0.349,1.055,0,0.0,,
3252,"Bread, pita, whole wheat, toasted",4202,Yeast breads,10.77,23.74,6.7,0,0.298,0.088,3.121,0.291,0.0,33,0.0,16,3.36,76,187,463,1.67,288,3.15,1.88,0.229,0.384,1.159,0,0.0,,
3253,"Bread, pita, wheat or cracked wheat",4202,Yeast breads,9.8,30.6,6.1,0,0.339,0.08,2.84,0.265,0.0,35,0.0,15,3.06,69,170,421,1.52,262,2.87,1.71,0.208,0.349,1.055,0,0.0,,
3254,"Bread, pita, wheat or cracked wheat, toasted",4202,Yeast breads,10.77,23.74,6.7,0,0.298,0.088,3.121,0.291,0.0,33,0.0,16,3.36,76,187,463,1.67,288,3.15,1.88,0.229,0.384,1.159,0,0.0,,
3255,"Bagel, wheat",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3256,"Bagel, whole wheat",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3257,"Bagel, wheat, with raisins",4206,Bagels and English muffins,9.51,35.34,4.1,0,0.371,0.2,3.102,0.149,0.0,69,0.2,100,2.66,50,215,398,1.03,255,12.03,1.4,0.009,0.263,0.848,0,0.0,,
3258,"Bagel, whole wheat, with raisins",4206,Bagels and English muffins,9.51,35.34,4.1,0,0.371,0.2,3.102,0.149,0.0,69,0.2,100,2.66,50,215,398,1.03,255,12.03,1.4,0.009,0.263,0.848,0,0.0,,
3259,"Bagel, wheat, with fruit and nuts",4206,Bagels and English muffins,9.54,35.15,4.4,0,0.366,0.198,3.073,0.155,0.0,69,0.2,99,2.64,51,213,389,1.06,261,11.74,2.68,0.129,0.436,1.772,0,0.0,,
3260,"Bagel, wheat bran",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3261,"Muffin, English, wheat bran",4206,Bagels and English muffins,8.7,42.3,4.6,0,0.431,0.292,3.356,0.087,0.0,64,0.0,178,2.87,37,186,353,1.07,223,1.56,2.0,0.287,0.28,0.834,0,0.0,,
3262,"Muffin, English, wheat bran, with raisins",4206,Bagels and English muffins,8.16,39.62,4.6,0,0.396,0.275,3.089,0.095,0.0,58,0.2,166,2.76,37,234,320,1.0,231,7.92,1.82,0.268,0.254,0.756,0,0.0,,
3263,"Muffin, English, wheat or cracked wheat",4206,Bagels and English muffins,8.7,42.3,4.6,0,0.431,0.292,3.356,0.087,0.0,64,0.0,178,2.87,37,186,353,1.07,223,1.56,2.0,0.287,0.28,0.834,0,0.0,,
3264,"Muffin, English, whole wheat",4206,Bagels and English muffins,8.7,42.3,4.6,0,0.431,0.292,3.356,0.087,0.0,64,0.0,178,2.87,37,186,353,1.07,223,1.56,2.0,0.287,0.28,0.834,0,0.0,,
3265,"Muffin, English, wheat or cracked wheat, with raisins",4206,Bagels and English muffins,8.21,39.86,4.6,0,0.4,0.276,3.114,0.094,0.0,58,0.2,167,2.77,37,230,323,1.0,230,7.34,1.84,0.269,0.257,0.763,0,0.0,,
3266,"Muffin, English, whole wheat, with raisins",4206,Bagels and English muffins,8.21,39.86,4.6,0,0.4,0.276,3.114,0.094,0.0,58,0.2,167,2.77,37,230,323,1.0,230,7.34,1.84,0.269,0.257,0.763,0,0.0,,
3267,"Muffin, English, whole grain white",4206,Bagels and English muffins,8.7,42.3,4.6,0,0.431,0.292,3.356,0.087,0.0,64,0.0,178,2.87,37,186,353,1.07,223,1.56,2.0,0.287,0.28,0.834,0,0.0,,
3268,"Breadsticks, hard, whole wheat",5202,"Crackers, excludes saltines",13.23,5.03,7.2,0,0.636,0.324,5.87,0.229,0.0,100,0.0,29,4.02,100,250,576,2.16,410,3.29,10.88,2.11,4.57,3.246,0,0.0,,
3269,"Roll, wheat or cracked wheat",4204,Rolls and buns,8.6,37.0,3.8,0,0.433,0.273,4.072,0.076,0.0,60,0.0,176,3.55,36,115,524,0.9,273,1.63,6.3,1.497,3.109,1.107,0,0.0,,
3270,"Roll, wheat or cracked wheat, hot dog bun",4204,Rolls and buns,11.69,35.23,4.2,27,0.532,0.291,4.779,0.127,0.19,84,1.3,196,2.92,47,181,463,1.17,269,6.9,3.61,0.746,0.713,1.796,0,0.0,,
3271,"Roll, wheat or cracked wheat, hamburger bun",4204,Rolls and buns,11.69,35.23,4.2,27,0.532,0.291,4.779,0.127,0.19,84,1.3,196,2.92,47,181,463,1.17,269,6.9,3.61,0.746,0.713,1.796,0,0.0,,
3272,"Roll, whole wheat",4204,Rolls and buns,8.6,37.0,3.8,0,0.433,0.273,4.072,0.076,0.0,60,0.0,176,3.55,36,115,524,0.9,273,1.63,6.3,1.497,3.109,1.107,0,0.0,,
3273,"Roll, whole wheat, hot dog bun",4204,Rolls and buns,12.38,35.92,6.1,33,0.442,0.187,4.52,0.194,0.19,42,1.3,198,2.42,81,242,477,1.71,269,5.92,4.38,0.921,0.717,1.776,0,0.0,,
3274,"Roll, whole wheat, hamburger bun",4204,Rolls and buns,12.38,35.92,6.1,33,0.442,0.187,4.52,0.194,0.19,42,1.3,198,2.42,81,242,477,1.71,269,5.92,4.38,0.921,0.717,1.776,0,0.0,,
3275,"Roll, whole grain white",4204,Rolls and buns,9.3,38.67,2.3,0,0.523,0.316,4.651,0.104,0.0,140,0.0,233,2.59,38,190,512,2.05,255,9.3,3.49,1.163,0.564,1.221,0,0.0,,
3276,"Roll, whole grain white, hot dog bun",4204,Rolls and buns,9.3,38.67,2.3,0,0.523,0.316,4.651,0.104,0.0,140,0.0,233,2.59,38,190,512,2.05,255,9.3,3.49,1.163,0.564,1.221,0,0.0,,
3277,"Roll, whole grain white, hamburger bun",4204,Rolls and buns,9.3,38.67,2.3,0,0.523,0.316,4.651,0.104,0.0,140,0.0,233,2.59,38,190,512,2.05,255,9.3,3.49,1.163,0.564,1.221,0,0.0,,
3278,"Bread, rye",4202,Yeast breads,8.5,37.3,5.8,0,0.434,0.335,3.805,0.075,0.0,110,0.4,73,2.83,40,166,603,1.14,259,3.85,3.3,0.626,1.311,0.799,0,0.0,,
3279,"Bread, rye, toasted",4202,Yeast breads,9.34,31.1,6.4,0,0.382,0.368,4.181,0.082,0.0,103,0.4,80,3.11,44,182,663,1.25,285,4.23,3.63,0.688,1.441,0.878,0,0.0,,
3280,"Bread, marble rye and pumpernickel",4202,Yeast breads,8.5,37.3,5.8,0,0.434,0.335,3.805,0.075,0.0,110,0.4,73,2.83,40,166,603,1.14,259,3.85,3.3,0.626,1.311,0.799,0,0.0,,
3281,"Bread, marble rye and pumpernickel, toasted",4202,Yeast breads,9.34,31.1,6.4,0,0.382,0.368,4.181,0.082,0.0,103,0.4,80,3.11,44,182,663,1.25,285,4.23,3.63,0.688,1.441,0.878,0,0.0,,
3282,"Muffin, English, rye",4206,Bagels and English muffins,8.5,37.3,5.8,0,0.434,0.335,3.805,0.075,0.0,110,0.4,73,2.83,40,166,603,1.14,259,3.85,3.3,0.626,1.311,0.799,0,0.0,,
3283,"Bread, pumpernickel",4202,Yeast breads,8.7,37.9,6.5,0,0.327,0.305,3.091,0.126,0.0,93,0.0,68,2.87,54,208,596,1.48,250,0.53,3.1,0.437,0.932,1.237,0,0.0,,
3284,"Bread, pumpernickel, toasted",4202,Yeast breads,9.56,31.76,7.1,0,0.287,0.335,3.397,0.138,0.0,87,0.0,75,3.15,59,229,655,1.63,275,0.58,3.41,0.48,1.024,1.359,0,0.0,,
3285,"Bagel, pumpernickel",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3286,"Muffin, English, pumpernickel",4206,Bagels and English muffins,8.7,37.9,6.5,0,0.327,0.305,3.091,0.126,0.0,93,0.0,68,2.87,54,208,596,1.48,250,0.53,3.1,0.437,0.932,1.237,0,0.0,,
3287,"Bread, black",4202,Yeast breads,8.7,37.9,6.5,0,0.327,0.305,3.091,0.126,0.0,93,0.0,68,2.87,54,208,596,1.48,250,0.53,3.1,0.437,0.932,1.237,0,0.0,,
3288,"Bread, black, toasted",4202,Yeast breads,9.56,31.76,7.1,0,0.287,0.335,3.397,0.138,0.0,87,0.0,75,3.15,59,229,655,1.63,275,0.58,3.41,0.48,1.024,1.359,0,0.0,,
3289,"Roll, rye",4204,Rolls and buns,8.5,37.3,5.8,0,0.434,0.335,3.805,0.075,0.0,110,0.4,73,2.83,40,166,603,1.14,259,3.85,3.3,0.626,1.311,0.799,0,0.0,,
3290,"Roll, pumpernickel",4204,Rolls and buns,10.8,32.0,5.4,0,0.38,0.3,2.97,0.1,0.0,86,0.0,67,2.78,54,208,492,1.48,276,0.4,2.8,0.495,0.609,1.184,0,0.0,,
3291,"Bread, oatmeal",4202,Yeast breads,8.4,36.7,4.0,5,0.399,0.24,3.136,0.068,0.03,62,0.0,66,2.7,37,142,447,1.02,269,8.14,4.4,0.703,1.578,1.702,0,0.0,,
3292,"Bread, oatmeal, toasted",4202,Yeast breads,9.23,30.44,4.4,5,0.351,0.264,3.446,0.075,0.03,58,0.0,73,2.97,41,156,491,1.12,296,8.94,4.84,0.773,1.734,1.87,0,0.0,,
3293,"Bread, oat bran",4202,Yeast breads,9.33,29.67,4.4,6,0.443,0.267,3.484,0.076,0.03,69,0.0,73,3.0,41,158,497,1.13,299,9.04,4.89,0.781,1.753,1.891,0,0.0,,
3294,"Bread, oat bran, toasted",4202,Yeast breads,9.23,30.44,4.4,5,0.351,0.264,3.446,0.075,0.03,58,0.0,73,2.97,41,156,491,1.12,296,8.94,4.84,0.773,1.734,1.87,0,0.0,,
3295,"Bagel, oat bran",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3296,"Roll, oatmeal",4204,Rolls and buns,8.4,36.7,4.0,5,0.399,0.24,3.136,0.068,0.03,62,0.0,66,2.7,37,142,447,1.02,269,8.14,4.4,0.703,1.578,1.702,0,0.0,,
3297,"Muffin, English, oat bran",4206,Bagels and English muffins,8.4,36.7,4.0,5,0.399,0.24,3.136,0.068,0.03,62,0.0,66,2.7,37,142,447,1.02,269,8.14,4.4,0.703,1.578,1.702,0,0.0,,
3298,"Muffin, English, oat bran, with raisins",4206,Bagels and English muffins,7.89,34.58,4.0,4,0.37,0.228,2.899,0.079,0.03,56,0.2,66,2.61,37,202,405,0.95,272,13.84,3.98,0.642,1.423,1.537,0,0.0,,
3299,"Bread, multigrain, toasted",4202,Yeast breads,14.68,30.7,8.1,0,0.245,0.144,4.442,0.289,0.0,70,0.1,113,2.75,86,253,419,1.87,291,7.02,4.65,0.958,0.835,2.057,0,0.0,,
3300,"Bread, multigrain",4202,Yeast breads,13.36,36.94,7.4,0,0.279,0.131,4.042,0.263,0.0,75,0.1,103,2.5,78,230,381,1.7,265,6.39,4.23,0.872,0.76,1.872,0,0.0,,
3301,"Bread, multigrain, with raisins",4202,Yeast breads,12.35,34.79,7.1,0,0.262,0.13,3.714,0.254,0.0,68,0.3,99,2.43,74,281,346,1.57,268,12.27,3.83,0.794,0.686,1.69,0,0.0,,
3302,"Bread, multigrain, with raisins, toasted",4202,Yeast breads,13.58,28.34,7.8,0,0.23,0.143,4.081,0.279,0.0,64,0.3,109,2.67,81,309,380,1.72,295,13.48,4.21,0.873,0.754,1.857,0,0.0,,
3303,"Bread, multigrain, reduced calorie and/or high fiber",4202,Yeast breads,8.91,41.91,10.7,0,0.413,0.298,3.939,0.08,0.27,95,0.5,93,3.41,41,109,465,1.52,207,4.63,2.55,0.551,1.064,0.609,0,0.0,,
3304,"Bread, multigrain, reduced calorie and/or high fiber, toasted",4202,Yeast breads,9.79,36.16,11.8,0,0.363,0.327,4.329,0.088,0.3,88,0.5,103,3.75,45,120,511,1.67,228,5.09,2.8,0.605,1.169,0.669,0,0.0,,
3305,"Roll, multigrain",4204,Rolls and buns,9.6,38.0,3.8,0,0.463,0.31,4.468,0.092,0.01,111,0.0,95,3.95,44,160,458,1.05,263,6.25,6.0,1.39,2.839,1.153,0,0.0,,
3306,"Roll, multigrain, hot dog bun",4204,Rolls and buns,9.6,38.0,3.8,0,0.463,0.31,4.468,0.092,0.01,111,0.0,95,3.95,44,160,458,1.05,263,6.25,6.0,1.39,2.839,1.153,0,0.0,,
3307,"Roll, multigrain, hamburger bun",4204,Rolls and buns,9.6,38.0,3.8,0,0.463,0.31,4.468,0.092,0.01,111,0.0,95,3.95,44,160,458,1.05,263,6.25,6.0,1.39,2.839,1.153,0,0.0,,
3308,"Bagel, multigrain",4206,Bagels and English muffins,10.2,37.55,4.1,0,0.403,0.209,3.37,0.147,0.0,76,0.0,105,2.76,51,165,439,1.1,250,6.12,1.53,0.0,0.29,0.936,0,0.0,,
3309,"Bagel, multigrain, with raisins",4206,Bagels and English muffins,9.51,35.34,4.1,0,0.371,0.2,3.102,0.149,0.0,69,0.2,100,2.66,50,215,398,1.03,255,12.03,1.4,0.009,0.263,0.848,0,0.0,,
3310,"Muffin, English, multigrain",4206,Bagels and English muffins,8.7,42.3,4.6,0,0.431,0.292,3.356,0.087,0.0,64,0.0,178,2.87,37,186,353,1.07,223,1.56,2.0,0.287,0.28,0.834,0,0.0,,
3311,"Bread, barley",4202,Yeast breads,10.67,35.25,4.0,0,0.411,0.252,5.59,0.111,0.0,85,0.2,125,3.6,41,141,473,1.04,274,5.73,4.53,0.697,0.612,1.615,0,0.0,,
3312,"Bread, barley, toasted",4202,Yeast breads,11.72,28.85,4.4,0,0.361,0.277,6.143,0.122,0.0,79,0.2,137,3.96,45,155,520,1.14,301,6.3,4.98,0.766,0.673,1.775,0,0.0,,
3313,"Bread, soy",4202,Yeast breads,15.42,36.13,4.4,20,0.524,0.321,3.952,0.13,0.06,122,0.0,76,3.61,65,499,593,0.99,258,6.0,3.44,1.232,0.909,0.763,4,0.2,,
3314,"Bread, soy, toasted",4202,Yeast breads,16.94,29.81,4.8,21,0.461,0.353,4.343,0.143,0.07,114,0.0,83,3.96,71,549,652,1.08,284,6.6,3.78,1.354,0.999,0.838,5,0.2,,
3315,"Bread, sunflower meal",4202,Yeast breads,9.8,31.84,2.7,17,0.454,0.34,4.93,0.117,0.06,111,0.2,39,2.99,30,178,513,1.16,304,3.09,8.2,1.628,1.74,4.103,4,0.2,,
3316,"Bread, sunflower meal, toasted",4202,Yeast breads,10.77,25.1,2.9,18,0.399,0.374,5.418,0.129,0.06,104,0.1,43,3.28,33,196,563,1.27,334,3.4,9.01,1.789,1.912,4.509,4,0.2,,
3317,"Bread, rice",4202,Yeast breads,4.31,42.99,4.3,0,0.375,0.505,2.775,0.073,0.0,36,0.0,138,2.63,12,75,447,0.48,248,3.53,5.24,0.977,2.009,0.516,0,0.0,,
3318,"Bread, rice, toasted",4202,Yeast breads,4.74,37.35,4.7,0,0.33,0.555,3.049,0.08,0.0,34,0.0,152,2.89,13,82,491,0.53,273,3.88,5.76,1.074,2.208,0.567,0,0.0,,
3319,"Injera, Ethiopian bread",4202,Yeast breads,3.48,76.04,2.7,0,0.174,0.076,1.712,0.143,0.0,29,0.0,13,1.03,64,152,229,0.85,87,1.03,0.84,0.177,0.272,0.236,0,0.0,,
3320,"Bread, gluten free",4202,Yeast breads,4.31,42.99,4.3,0,0.375,0.505,2.775,0.073,0.0,36,0.0,138,2.63,12,75,447,0.48,248,3.53,5.24,0.977,2.009,0.516,0,0.0,,
